creation_date,el_model,yp,indices,label,matching,result_date,prediction_instance
[34][M][readings/Wed-01-11-2023/2023-11-01T14-42-55],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]]","[6, 19, 26, 39, 48]","[9, 15, 36, 37, 42, 43, 50]",[],Wed-01-11-2023,33
[35][M][readings/Sat-04-11-2023/2023-11-03T11-20-11],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 19, 33, 40, 58]","[20, 37, 39, 52, 54, 57, 43]",[],Sat-04-11-2023,34
[36][M][readings/Sat-04-11-2023/2023-11-03T14-37-22],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0]]","[16, 31, 40, 55, 58]","[20, 37, 39, 52, 54, 57, 43]",[],Sat-04-11-2023,35
[37][A][readings/Wed-08-11-2023/2023-11-04T17-00-16],2024_super_B,"[[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0]]","[6, 7, 30, 56, 58]","[1, 7, 12, 17, 46, 53, 24]",[7],Wed-08-11-2023,36
[38][A][readings/Wed-08-11-2023/2023-11-05T15-50-06],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0]]","[6, 28, 40, 55, 58]","[1, 7, 12, 17, 46, 53, 24]",[],Wed-08-11-2023,37
[39][M][readings/Wed-08-11-2023/2023-11-08T17-30-53],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]]","[19, 25, 28, 42, 47]","[1, 7, 12, 17, 46, 53, 24]",[],Wed-08-11-2023,38
[40][M][readings/Sat-11-11-2023/2023-11-10T13-57-51],2024_super_B,"[[0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]]","[6, 7, 10, 31, 56]","[12, 26, 28, 34, 41, 42, 32]",[],Sat-11-11-2023,39
[41][M][readings/Sat-11-11-2023/2023-11-10T20-20-36],2024_super_B,"[[0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[5, 6, 7, 38, 58]","[12, 26, 28, 34, 41, 42, 32]",[],Sat-11-11-2023,40
[42][M][readings/Wed-15-11-2023/2023-11-14T16-40-52],2024_super_B,"[[0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[2, 3, 5, 27, 58]","[6, 7, 16, 33, 40, 55, 4]",[],Wed-15-11-2023,41
[43][M][readings/Wed-15-11-2023/2023-11-14T17-11-02],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0]]","[16, 18, 30, 47, 49]","[6, 7, 16, 33, 40, 55, 4]",[16],Wed-15-11-2023,42
[44][M][readings/Sat-18-11-2023/2023-11-17T12-15-52],2024_super_B,"[[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[6, 9, 28, 42, 57]","[3, 11, 22, 23, 32, 47, 56]",[],Sat-18-11-2023,43
[45][M][readings/Sat-18-11-2023/2023-11-17T12-29-13],2024_super_B,"[[0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[2, 5, 19, 40, 57]","[3, 11, 22, 23, 32, 47, 56]",[],Sat-18-11-2023,44
[46][M][readings/Wed-22-11-2023/2023-11-21T15-40-45],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[21, 24, 27, 57, 58]","[9, 14, 26, 49, 55, 56, 28]",[],Wed-22-11-2023,45
[47][M][readings/Wed-22-11-2023/2023-11-21T16-05-10],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[10, 14, 26, 39, 42]","[9, 14, 26, 49, 55, 56, 28]","[14, 26]",Wed-22-11-2023,46
[48][M][readings/Sat-25-11-2023/2023-11-24T15-25-16],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0]]","[13, 33, 47, 57, 58]","[5, 9, 31, 34, 46, 48, 49]",[],Sat-25-11-2023,47
[49][M][readings/Sat-25-11-2023/2023-11-24T15-37-28],2024_super_B,"[[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[9, 39, 40, 45, 58]","[5, 9, 31, 34, 46, 48, 49]",[9],Sat-25-11-2023,48
[50][M][readings/Wed-29-11-2023/2023-11-28T00-55-50],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0]]","[24, 27, 33, 49, 58]","[19, 31, 35, 38, 42, 49, 13]",[49],Wed-29-11-2023,49
[51][M][readings/Wed-29-11-2023/2023-11-28T20-47-28],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[16, 25, 30, 35, 58]","[19, 31, 35, 38, 42, 49, 13]",[35],Wed-29-11-2023,50
[52][M][readings/Sat-02-12-2023/2023-11-30T21-55-41],2024_super_B,"[[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0]]","[3, 19, 38, 54, 57]","[2, 4, 11, 23, 26, 33, 40]",[],Sat-02-12-2023,51
[53][M][readings/Sat-02-12-2023/2023-11-30T22-09-43],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]]","[6, 38, 40, 43, 49]","[2, 4, 11, 23, 26, 33, 40]",[40],Sat-02-12-2023,52
[54][M][readings/Wed-06-12-2023/2023-12-05T18-55-32],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[27, 29, 30, 57, 58]","[2, 3, 6, 22, 43, 55, 47]",[],Wed-06-12-2023,53
[55][M][readings/Wed-06-12-2023/2023-12-05T19-09-18],2024_super_B,"[[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 9, 38, 39, 58]","[2, 3, 6, 22, 43, 55, 47]",[6],Wed-06-12-2023,54
[56][M][readings/Sat-09-12-2023/2023-12-08T15-09-32],2024_super_B,"[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0]]","[8, 15, 24, 47, 56]","[15, 27, 33, 44, 46, 59, 30]",[15],Sat-09-12-2023,55
[57][M][readings/Sat-09-12-2023/2023-12-08T15-22-10],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 30, 38, 40, 58]","[15, 27, 33, 44, 46, 59, 30]",[30],Sat-09-12-2023,56
[58][M][readings/Wed-13-12-2023/2023-12-12T15-10-48],2024_super_B,"[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[8, 19, 30, 33, 57]","[10, 28, 31, 34, 43, 48, 57]",[57],Wed-13-12-2023,57
[59][M][readings/Wed-13-12-2023/2023-12-12T15-23-00],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 36, 39, 42, 58]","[10, 28, 31, 34, 43, 48, 57]",[],Wed-13-12-2023,58
[60][M][readings/Sat-16-12-2023/2023-12-15T15-16-25],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0]]","[6, 30, 56, 57, 58]","[4, 12, 23, 30, 50, 56, 8]","[30, 56]",Sat-16-12-2023,59
[61][M][readings/Sat-16-12-2023/2023-12-15T15-39-06],2024_super_B,"[[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
  0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0]]","[8, 10, 35, 49, 58]","[4, 12, 23, 30, 50, 56, 8]",[8],Sat-16-12-2023,60
[62][M][readings/Wed-20-12-2023/2023-12-19T23-16-47],2024_super_B,"[[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[7, 8, 30, 40, 58]","[4, 8, 11, 46, 50, 53, 16]",[8],Wed-20-12-2023,61
[63][M][readings/Wed-20-12-2023/2023-12-19T23-31-16],2024_super_B,"[[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 7, 16, 28, 58]","[4, 8, 11, 46, 50, 53, 16]",[16],Wed-20-12-2023,62
[64][M][readings/Sat-23-12-2023/2023-12-23T10-10-28],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]]","[6, 18, 24, 40, 49]","[17, 29, 31, 40, 47, 56, 44]",[40],Sat-23-12-2023,63
[65][M][readings/Sat-23-12-2023/2023-12-23T10-22-45],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
  0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[31, 39, 45, 57, 58]","[17, 29, 31, 40, 47, 56, 44]",[31],Sat-23-12-2023,64
[66][M][readings/Sat-30-12-2023/2023-12-30T12-09-49],2024_super_B,"[[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
  0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]]","[5, 29, 30, 39, 55]","[15, 26, 29, 37, 49, 53, 38]",[29],Sat-30-12-2023,65
[67][M][readings/Sat-30-12-2023/2023-12-30T12-25-42],2024_super_B,"[[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0]]","[3, 6, 30, 51, 58]","[15, 26, 29, 37, 49, 53, 38]",[],Sat-30-12-2023,66
[68][M][readings/Wed-03-01-2024/2024-01-03T19-10-45],2024_super_B,"[[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[6, 7, 31, 38, 57]","[1, 5, 19, 27, 38, 59, 55]",[38],Wed-03-01-2024,67
[69][M][readings/Wed-03-01-2024/2024-01-03T19-25-51],2024_super_B,"[[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]]","[7, 8, 37, 39, 49]","[1, 5, 19, 27, 38, 59, 55]",[],Wed-03-01-2024,68
[70][A][readings/Sat-06-01-2024/2024-01-06T13-21-22],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0]]","[6, 30, 35, 47, 53]","[2, 23, 38, 43, 53, 54, 41]",[53],Sat-06-01-2024,69
[71][M][readings/Sat-06-01-2024/2024-01-06T13-33-56],2024_super_B,"[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[8, 19, 24, 35, 58]","[2, 23, 38, 43, 53, 54, 41]",[],Sat-06-01-2024,70
[72][L][readings/Wed-10-01-2024/2024-01-09T03-31-18],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0]]","[6, 40, 46, 54, 58]","[1, 5, 15, 25, 45, 53, 2]",[],Wed-10-01-2024,71
[73][N][readings/Sat-10-02-2024/2024-02-04T14-08-09],2024_super_B,"[[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 7, 19, 31, 58]","[4, 19, 24, 29, 43, 53, 34]",[19],Sat-10-02-2024,72
[74][N][readings/Sat-24-02-2024/2024-02-18T15-06-46],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[10, 16, 26, 57, 58]","[3, 4, 11, 20, 36, 56, 28]",[],Sat-24-02-2024,73
[75][M][readings/Sat-24-02-2024/2024-02-18T15-20-37],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[6, 16, 30, 38, 46]","[3, 4, 11, 20, 36, 56, 28]",[],Sat-24-02-2024,74
[76][N][readings/Sat-24-02-2024/2024-02-18T15-42-05],2024_super_B,"[[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[5, 33, 35, 57, 58]","[3, 4, 11, 20, 36, 56, 28]",[],Sat-24-02-2024,75
[77][C][readings/Wed-28-02-2024/2024-02-25T16-50-32],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0]]","[25, 28, 40, 49, 58]","[12, 21, 39, 44, 45, 50, 51]",[],Wed-28-02-2024,76
[78][M][readings/Wed-28-02-2024/2024-02-25T22-50-30],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
  1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[28, 33, 36, 57, 58]","[12, 21, 39, 44, 45, 50, 51]",[],Wed-28-02-2024,77
[79][M][readings/Sat-02-03-2024/2024-03-02T17-46-51],2024_super_B,"[[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
  0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[3, 27, 32, 39, 57]","[2, 20, 34, 40, 48, 59, 6]",[],Sat-02-03-2024,78
[80][M][readings/Wed-06-03-2024/2024-03-06T16-51-06],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[13, 20, 36, 39, 58]","[7, 11, 32, 37, 48, 58, 28]",[58],Wed-06-03-2024,79
[81][M][readings/Wed-13-03-2024/2024-03-13T18-59-03],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
  0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0]]","[28, 34, 45, 55, 58]","[24, 26, 28, 34, 35, 37, 48]","[28, 34]",Wed-13-03-2024,80
[82][N][readings/Wed-20-03-2024/2024-03-19T16-05-21],2024_super_B,"[[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 8, 30, 33, 58]","[8, 10, 14, 25, 29, 35, 32]",[8],Wed-20-03-2024,81
[83][N][readings/Sat-23-03-2024/2024-03-23T13-38-26],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0]]","[23, 43, 50, 51, 57]","[7, 15, 41, 43, 45, 50, 28]","[43, 50]",Sat-23-03-2024,82
[84][M][readings/Sat-23-03-2024/2024-03-23T15-42-04],2024_super_B,"[[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]]","[3, 18, 30, 57, 58]","[7, 15, 41, 43, 45, 50, 28]",[],Sat-23-03-2024,83
[85][N][readings/Sat-30-03-2024/2024-03-24T14-39-07],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
  0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]]","[16, 35, 42, 43, 54]","[15, 16, 19, 37, 49, 51, 17]",[16],Sat-30-03-2024,84
[86][C][readings/Sat-30-03-2024/2024-03-24T14-55-49],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
  0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[10, 26, 29, 39, 58]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,85
[87][N][readings/Sat-30-03-2024/2024-03-28T14-35-35],2024_super_B,"[[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0]]","[5, 40, 41, 52, 58]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,86
[88][M][readings/Sat-30-03-2024/2024-03-30T12-30-42],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]]","[19, 25, 35, 40, 54]","[15, 16, 19, 37, 49, 51, 17]",[19],Sat-30-03-2024,87
[89][M][readings/Sat-30-03-2024/2024-03-30T12-44-53],2024_super_B,"[[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0]]","[6, 9, 40, 52, 58]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,88
[90][M][readings/Sat-30-03-2024/2024-03-30T12-58-00],2024_super_B,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]]","[6, 30, 35, 40, 49]","[15, 16, 19, 37, 49, 51, 17]",[49],Sat-30-03-2024,89
[91][N][readings/Sat-15-06-2024/2024-06-09T14-45-20],2024_super_B,"[[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0]]","[3, 6, 30, 47, 58]","[1, 9, 25, 29, 34, 39, 22]",[],Sat-15-06-2024,90
[92][C][readings/Sat-15-06-2024/2024-06-09T15-05-45],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]]","[11, 25, 30, 43, 48]","[1, 9, 25, 29, 34, 39, 22]",[25],Sat-15-06-2024,91
[93][C][readings/Sat-22-06-2024/2024-06-20T19-29-31],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[13, 19, 30, 39, 58]","[5, 9, 18, 32, 44, 58, 34]",[58],Sat-22-06-2024,92
[94][N][readings/Sat-22-06-2024/2024-06-21T18-31-38],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[10, 16, 26, 38, 57]","[5, 9, 18, 32, 44, 58, 34]",[],Sat-22-06-2024,93
[95][MNC][readings/Sat-13-07-2024/2024-07-12T17-59-53],2024_super_B,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0]]","[30, 35, 46, 47, 58]","[22, 27, 37, 38, 49, 51, 59]",[],Sat-13-07-2024,94
[2][C][readings/Sat-16-09-2023/2023-09-16T16-29-21],Magic,"[[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]]","[7, 9, 43, 48, 52]","[7, 17, 22, 24, 31, 59, 50]",[7],Sat-16-09-2023,1
